,0,1,2,3,4,5,6,7,8,9,pos x,pos y,theta_z,c,r,pos_z,theta_y,UZ - N1 M1,UZ - N1 M2,UZ - N1 M3,UZ - N1 M4,UZ - N2 M4,UZ - N3 M4,UZ - N4 M4,UZ - N2 M3,UZ - N3 M3,UZ - N4 M3,UZ - N2 M2,UZ - N3 M2,UZ - N4 M2,UZ - N2 M1,UZ - N3 M1,UZ - N4 M1
Core damage 12,209.68,349.14,827.99,1034.9,1169.7,1270.9,1605.4,1704.9,1839.1,2018.1,0.1566230808679471,0.110284673665415,152.9995647854715,0.0216329810646285,0.3334562978654274,0.0061429192208085,1.023461902875925,2.260799022827599,-2.069525889867912,-2.350009110031697,1.660858278817858,1.656491606986499,1.778346677842917,2.558990325772247,-2.342854939429335,-2.454569250434361,-2.796813895461712,-2.076806247048969,-2.04736134744228,-2.416742501589805,2.264256120181942,2.211479947186945,2.054760185567039
Core damage 14,209.65,349.01,827.54,1034.6,1169.9,1270.8,1604.5,1703.6,1837.9,2017.2,0.1566927510917226,0.0966949776958153,127.57125923296914,0.0179026556969296,0.3031555470864165,0.0064860239574478,-0.344207675986933,1.917799947840094,-2.017663047492356,-2.968020011014725,-2.495353699511919,-2.509202824117259,-2.451556196288689,-2.805420245054125,-2.986621066408108,-2.951050392340771,-3.151931174254733,-1.999682296641019,-2.003173153951481,-1.980084444849461,1.903482621845892,1.927623300532388,1.776406915831867
Core damage 15,209.58,349.02,827.56,1034.4,1169.8,1270.8,1603.9,1701.7,1838.2,2017.2,0.0707627956689405,0.0777535081527629,135.03582084793942,0.0291051142211426,0.2266811586258668,0.0064261359391635,-3.886032521698363,1.569796904510953,1.302383619179163,-3.293089448530504,-2.293232275779456,-2.360726465350511,-2.401231288844115,-2.041067910366771,-3.298079832034284,-3.318519194969219,-3.333056850765932,1.32474401367054,1.27960018052362,0.9779123630632208,1.558556237611641,1.500695338924474,1.359089680770059
Core damage 17,209.65,349.04,827.39,1034.5,1170.2,1270.8,1604.8,1704.1,1839.1,2016.5,0.122513427868297,0.1111475689142002,12.42376870126472,0.0194508787944403,0.2987378631665855,0.0063327749929717,1.6571127236711627,2.233595882708415,-1.329237799779842,-2.344836324464139,1.1692903678414,1.188721337611473,1.289896462727993,0.9156933312939488,-2.361092235343576,-2.447721197685889,-2.341043273440455,-1.334818922762459,-1.357570358687752,-1.039241026275476,2.226219979000928,2.185681917803634,2.225640871631229
Core damage 18,209.76,349.23,827.56,1034.6,1169.6,1271.0,1606.4,1705.6,1839.5,2018.1,0.1565598242800367,0.148938756057109,173.6831186075444,0.0225296388513363,0.2865503566995612,0.006175143070327,-3.3215584294789764,3.205255829774951,-2.552587526784306,0.1505364182630286,-0.613082394028952,-0.5653358667325135,-0.436380581898595,-0.6861467763466429,0.0977288854946482,-0.06255768351997543,0.1004421145458269,-2.545886305892077,-2.598235825729916,-2.965015799454686,3.1903884799764,3.145988408828556,3.197062253208155
Core damage 19,209.4,348.88,826.8,1034.3,1169.4,1270.6,1601.2,1700.4,1836.6,2017.2,0.1355973930911075,0.0669131033535414,22.73740481978288,0.0297193611807125,0.3175009433601951,0.006041179201738,-5.635542287609269,1.153840787606193,-1.251272786011345,-3.353184453569695,-2.948235211564234,-2.964460767353854,-2.995104187354608,-2.38835216592828,-3.32106825765116,-3.385831248251161,-3.248362425624602,-1.236277301657099,-1.298263071135086,-0.9603676087768356,1.124504910164583,1.186291706069893,1.069364751901154
Core damage 20,209.58,348.97,827.72,1034.6,1168.7,1270.8,1602.0,1700.2,1835.5,2016.3,0.0459855963685899,0.0951190849885091,125.48291756089375,0.0252282820889423,0.3305758867153682,0.0062786436880256,-2.4597483637305846,1.952735253654067,2.456244853460249,-2.975662980232526,-2.912186370517064,-2.929457512676906,-2.987774292662351,-2.712690991083762,-2.987566531878851,-3.024493889144805,-3.17517229511324,2.446924674150536,2.421422385074582,1.882437860037059,1.944434339336844,1.918269067291762,1.756529504448328
Core damage 21,209.55,348.95,827.73,1034.5,1168.9,1270.8,1602.5,1698.6,1834.7,2017.1,0.15035454481345,0.0947818144761244,19.10825178170296,0.0262572769813444,0.3198596626712146,0.006090368609943,4.556113141952123,1.774516876118985,-2.276537533368153,-3.196716865981954,-3.239808644186161,-3.103242615828857,-2.906072616050408,-2.67321578169852,-3.121793445417244,-3.065497858383059,-3.122847259437888,-2.342288732768455,-2.278206221722599,-1.92047177572343,1.843410859657055,1.880798135904115,1.803811092027493
Core damage 22,209.59,348.97,826.96,1034.4,1170.1,1270.7,1603.9,1705.1,1839.2,2017.5,0.1388123111062775,0.0550063874653452,17.973015253761304,0.0193941685383554,0.3495938458070303,0.0061627552086217,-0.0402482054702986,0.8738419197585675,-0.9814597606981992,-3.112864976393147,2.702091827609794,2.707759218065754,2.71067703443754,2.072397809223777,-3.00863417187896,-3.078173486736302,-3.077148029336943,-0.9606362918938604,-0.976864482729599,-0.7452535426014418,0.8230634883307187,0.8564902814454337,0.858246818778886
Core damage 24,209.69,349.05,827.33,1034.6,1169.8,1270.9,1605.1,1704.9,1839.3,2017.7,0.1329945259158902,0.1464052926240859,114.90854745098632,0.0164607432027002,0.3172615886677039,0.006328480610424,-4.350798041338409,3.282568241444987,-1.710190017995922,0.4522576035920109,-0.5695025346863565,-0.6072116219346,-0.6126198081783673,-0.3133744067056676,0.4825964298899288,0.4930015553604958,-0.03785023155144762,-1.762333608131408,-1.760861565154591,-1.816164304262095,3.291832931164678,3.294635716681826,3.129871872118869
