,0,1,2,3,4,5,6,7,8,9,Type,pos x,pos y,theta,c,r,UZ - N1 M1,UZ - N1 M2,UZ - N1 M3,UZ - N1 M4,UZ - N2 M4,UZ - N3 M4,UZ - N4 M4,UZ - N2 M3,UZ - N3 M3,UZ - N4 M3,UZ - N2 M2,UZ - N3 M2,UZ - N4 M2,UZ - N2 M1,UZ - N3 M1,UZ - N4 M1
Skin damage 189,210.27,350.81,835.6,1042.8,1176.7,1268.3,1621.3,1725.6,1861.9,2041.4,Interface,0.0641144915878384,0.1497194157910781,101.83267986338282,0.0515814479314604,0.9134793790001752,4.49021643613722,4.203473892686792,3.926498196170744,4.705724232222422,-1.461534901043049,-3.616089252667642,3.469144401608886,4.110719612773397,-3.459558963040565,-3.43470405375772,-1.170395630302203,1.843186998171826,-1.754466496523326,4.501177132270206,1.351252818009083,1.353888842265813
Skin damage 190,208.57,349.34,833.77,1043.5,1178.0,1259.2,1618.2,1725.3,1861.2,2041.7,Skin,0.1386336835442264,0.0537838997860103,145.45246543183185,0.0697826952947342,0.8677802572338742,4.472599884303976,4.208157812866636,3.864175522530755,4.720588659311886,-1.387129552935716,-3.643608857966625,3.439470269150416,4.102217184789412,-3.431620910935637,-3.468516776662937,-1.141840972012102,1.85555076975074,-1.75580277678817,4.51364353529822,1.340107406559296,1.353591791946387
Skin damage 191,210.27,351.06,835.67,1043.9,1179.7,1269.1,1621.3,1725.7,1861.4,2041.6,Skin,0.1593998276531492,0.1405219555026951,75.56936200321952,0.0736652093568704,0.2054203283643132,4.488213511694363,4.195011366806108,3.897998032753216,-4.683915374556818,1.395454394426103,3.626644002800487,-3.456117114337594,4.113986864066587,-3.45046000786522,-3.442688736891062,-1.158857691502595,1.846102165715952,-1.756317323270721,4.501192793777535,1.351582427099892,1.353779853568104
Skin damage 192,210.17,350.66,835.05,1043.9,1177.4,1266.7,1622.0,1726.4,1863.1,2043.8,Interface,0.0898669985108685,0.1104185560327947,74.31979921943446,0.0679460159424043,0.3865247204601767,4.490962985695735,4.19818524881387,3.91288694852931,-4.680884246557193,1.436233724303175,3.619432897695307,-3.471082599789306,4.112928281112671,-3.459823602563462,-3.435621987782622,-1.166306039213338,1.843518262988467,-1.754935359889318,4.502993884949688,1.350272638505014,1.352808464751317
Skin damage 193,210.29,351.22,836.05,1044.3,1179.8,1269.6,1622.1,1726.6,1862.3,2042.3,Skin,0.1553447119973985,0.1534411834866553,174.674603006346,0.0293259450132628,0.7429147142473937,4.487974376453923,4.194480583668495,3.90479511147691,-4.683330500852099,1.407405453558946,3.622128882894336,-3.462171228881551,4.110331058547438,-3.455035441525781,-3.44077494103789,-1.160140415661141,1.846923804727275,-1.757014954676529,4.500491186953096,1.351714802030185,1.354140205150596
Skin damage 194,210.2,350.04,834.11,1039.9,1172.4,1266.6,1617.3,1720.3,1858.2,2032.4,Skin,0.1404236478496523,0.1418500440135915,76.84473551962544,0.0728670054066066,0.7854894664063309,4.488833379871846,4.203968475390656,3.878488134779608,-4.672591673303469,1.323673915303276,3.637433265523218,-3.443014704860961,4.151327207410626,-3.435568260624767,-3.447708031340732,-1.15009125201601,1.839432871036881,-1.747629333556096,4.505723091835115,1.3507673960141,1.352610346527855
Skin damage 195,209.89,349.69,831.7,1040.6,1175.9,1263.9,1618.1,1722.1,1858.6,2036.6,Skin,0.1465644324423318,0.1065627930924622,86.51717022381709,0.0671289072261527,0.9105601866635564,4.488626821092086,4.200348412671479,3.83345374198189,4.710506772129817,-1.312341364183034,-3.673288567608633,3.436987436917409,4.13985019204037,-3.404665325677253,-3.502299073687265,-1.153102881384315,1.841880551653864,-1.747066519853136,4.510588297271646,1.348278277933989,1.34298301573121
Skin damage 196,209.77,350.75,835.47,1044.4,1179.9,1266.4,1622.5,1726.7,1862.2,2043.3,Skin,0.157416385096531,0.0542321529059438,145.58749946273855,0.0750916760999454,0.2131467156221904,4.480520700343982,4.200535032669801,3.89229006204866,4.699314242379793,-1.406769425700074,-3.630728890979908,3.454706137212735,4.103311092447816,-3.446559595457828,-3.451483801807484,-1.154109915349163,1.851075833095313,-1.754305043347488,4.50494849554076,1.347205750930844,1.354390043807524
Skin damage 197,209.93,350.92,835.68,1045.0,1179.8,1266.8,1621.8,1727.4,1863.2,2044.0,Interface,0.0975247751656634,0.0601086866397242,169.9817890139656,0.0510427716770064,0.4392431114259512,4.489892764577924,4.192981513876366,3.904595183082492,-4.685954167674269,1.426133577433157,3.620829842512913,-3.46581926047809,4.104199893093906,-3.458033389178268,-3.440415163316325,-1.162911283609439,1.84808152802788,-1.758402679369497,4.50254986890374,1.349947652076617,1.352466141971546
Skin damage 198,210.28,350.96,835.63,1043.3,1178.5,1269.0,1620.8,1724.8,1860.9,2039.6,Skin,0.1490090313695545,0.1453131433691874,95.91599066936212,0.0385101139477101,0.953845325465904,4.488122674275123,4.196498610025522,3.898156045766547,-4.680014300326394,1.384716679585079,3.625860152227261,-3.456212248908987,4.119702512390273,-3.450206230927465,-3.442103445398882,-1.157120239612437,1.8452414817527,-1.755022323533542,4.501551531167469,1.351558335165326,1.353877369389317
Skin damage 199,210.24,350.64,835.09,1042.6,1176.1,1267.8,1621.7,1724.0,1862.0,2041.1,Skin,0.1257981982930893,0.134415794252473,166.33302116696262,0.0549120176592727,0.6699214523527652,4.488679983556653,4.199629204255372,3.897454451554874,-4.679693723431092,1.395476914772818,3.629094105138801,-3.459013041733535,4.132203681709758,-3.448039277107429,-3.442773406292192,-1.160477672712257,1.843090877119467,-1.752351084950136,4.503558962662543,1.351143119967599,1.353359430129527
Skin damage 200,209.7,350.82,835.65,1044.5,1180.1,1265.4,1622.7,1727.3,1863.1,2043.8,Interface,0.0451869334976807,0.0531716118662647,141.37058309902636,0.0732926210501694,0.3051783771240649,4.498925726649941,4.187188039020884,3.914340305719425,-4.673116924354139,1.438268992332521,3.618206309609665,-3.472763145274827,4.098311134088493,-3.471832369326327,-3.432371480624556,-1.169999916408377,1.844479666440598,-1.761088452125794,4.499701278219216,1.349869042088536,1.350426674377502
Skin damage 201,210.28,351.06,835.76,1044.1,1178.0,1269.0,1623.0,1725.9,1863.2,2043.9,Skin,0.1033317592611181,0.132287114991934,33.15775993652193,0.028160076338249,0.8403389098308361,4.488528182649971,4.196466512968355,3.908328587625288,-4.68492997188208,1.426761884041499,3.622352462108092,-3.466118123142108,4.115468901857843,-3.455554930596016,-3.439353883102507,-1.164287078484443,1.84564928154911,-1.755871336548811,4.501405901305258,1.351474114676573,1.353910571066565
Skin damage 202,210.28,351.11,835.78,1043.8,1179.6,1269.3,1621.4,1725.4,1861.1,2041.7,Skin,0.0422890121750138,0.1443525412999646,4.801733393052217,0.0362319551544835,0.7805160743714948,4.489766852776452,4.195867281133532,3.929703162735025,4.698081398472902,-1.448481841482398,-3.613427781789536,3.469195219765436,4.105466169259921,-3.458595055593403,-3.435185630060996,-1.166116938309598,1.845920701972364,-1.756461389192391,4.500534647832284,1.351490445044037,1.354091943509811
Skin damage 203,210.12,350.54,833.99,1043.1,1178.3,1266.9,1620.6,1724.9,1861.0,2040.1,Skin,0.0561056219653383,0.1073664413989165,128.7693826577293,0.055838271545287,0.6167560598605537,4.494475389950263,4.197739760002605,3.949774886477684,-4.672985806048656,1.473473348800728,3.600533568066342,-3.489215849903741,4.097411619327755,-3.475985949712991,-3.417446460171627,-1.168280195309068,1.841596905174017,-1.75482086048921,4.503044593653219,1.34841266541132,1.352736615474206
Skin damage 204,210.07,350.28,833.8,1043.3,1176.4,1265.6,1620.3,1725.4,1862.3,2041.7,Skin,0.1226111007222023,0.1044307817234357,43.34629222684978,0.0496873865807279,0.9925570802688304,4.489790911548894,4.198194294584398,3.884904523560148,4.686979039646949,-1.392944841923676,-3.638873759192883,3.456863131304853,4.126659089807109,-3.440822391136581,-3.453004467918206,-1.160987109936779,1.843286884587163,-1.751011762164453,4.50656632759349,1.349462486298323,1.350629236402482
Skin damage 205,210.27,350.98,835.69,1043.7,1178.2,1268.7,1622.5,1725.9,1862.7,2042.7,Skin,0.0732646300956646,0.1367523219415903,23.326203518756472,0.0385350589167082,0.7731318945850927,4.489385957097827,4.198780605049556,3.91818606170481,4.691881378325436,-1.44423907134896,-3.618616037368481,3.468781367323932,4.110559877215667,-3.458392186169734,-3.436387330988231,-1.167045578832737,1.844728320861541,-1.755648626815503,4.50112682004707,1.351333652461613,1.353916742601277
Skin damage 206,210.07,350.83,834.61,1043.7,1179.7,1267.4,1622.3,1727.2,1862.5,2042.6,Skin,0.1558841830012843,0.0860452879883579,19.088021952073237,0.0369240478130138,0.9151898696141828,4.487117016756812,4.195053267360837,3.875666475340889,4.706433630962613,-1.385079709154454,-3.643634271844982,3.461515332782209,4.110189705272694,-3.434957400638383,-3.477786368375353,-1.159687145072371,1.847517575835039,-1.754249189823386,4.504130938306205,1.34996902131954,1.348026262092129
Skin damage 207,209.61,350.15,833.63,1043.1,1178.8,1262.3,1621.1,1726.9,1862.2,2042.5,Interface,0.0471186825521195,0.0804158448750218,166.15694611572562,0.061883762068801,0.9671230246113638,4.506009791674666,4.192167039612712,3.947632058289251,-4.650629053058485,1.480911690140467,3.59368439475843,-3.497318948239785,4.084314931700747,-3.495365921816702,-3.409382173600566,-1.172411414426212,1.839941098534086,-1.759101427278658,4.502958911568553,1.345369127257897,1.348879226897145
Skin damage 208,210.19,351.25,836.13,1044.9,1180.3,1269.1,1623.0,1727.3,1863.2,2043.9,Skin,0.1421667939617035,0.0466658411579063,63.042975769306864,0.0310419823901077,0.2507797352524749,4.48705662009526,4.19399923480629,3.905650352360653,4.688577899720918,-1.423821023122481,-3.622217989859698,3.464226444282861,4.105600079157322,-3.455858880568966,-3.441533318654131,-1.161618079746076,1.848386382301638,-1.75805705659482,4.500817504476618,1.351170743956858,1.354201981473171
Skin damage 209,210.21,351.11,835.49,1044.4,1180.0,1268.6,1622.8,1727.2,1863.0,2043.6,Interface,0.0495545039421276,0.1001012623903614,13.81214830245318,0.0597733486531357,0.2103304187205972,4.491129017350497,4.194598238073945,3.921767493421662,-4.679905441770631,1.441749894289585,3.616559601253214,-3.474322184252422,4.101538866485231,-3.469318328700408,-3.431860941093106,-1.164482542858451,1.845826536910441,-1.757464744470846,4.501043793460382,1.349767010961314,1.353491251482773
Skin damage 210,210.28,351.24,836.0,1044.7,1179.9,1269.4,1623.0,1727.1,1863.2,2043.7,Skin,0.0739822663365953,0.1242386296048717,138.05606449681676,0.0266535144178519,0.4192024966906688,4.488443226923899,4.194547812095556,3.91077441567618,4.686647770308038,-1.429458591578515,-3.620647630223508,3.466610655357736,4.107108204267192,-3.457486480569259,-3.439068160709829,-1.163796781240044,1.846989891815421,-1.757369226174012,4.500527491179976,1.351539801933337,1.354083605829956
Skin damage 211,209.71,350.39,834.75,1044.8,1178.3,1264.6,1618.8,1726.9,1862.8,2043.8,Skin,0.1038697770855551,0.0666765262791556,80.11245142883624,0.064024004939751,0.5186759181704595,4.490921459842733,4.193331423228709,3.897258720949615,4.687498543682535,-1.42175753734467,-3.62399327654081,3.464006804589589,4.10547386571672,-3.455169445853464,-3.443443437327157,-1.162659307991571,1.847665556363555,-1.757856561756541,4.505091303681954,1.348581189481614,1.350613569781049
Skin damage 212,209.86,350.64,834.93,1044.5,1179.4,1265.6,1621.4,1727.2,1862.8,2043.2,Skin,0.0657117522657987,0.0707602777429158,136.93285713122387,0.0635325147070404,0.4550016874982866,4.495307280399869,4.192308748770142,3.918248753643033,-4.670889409521555,1.44491244759587,3.611638732075201,-3.477646375522866,4.097030856548166,-3.472983143640996,-3.428922549698936,-1.166272886107894,1.846259103474882,-1.758743826939737,4.502568539446743,1.348032076762215,1.351401445902025
Skin damage 213,210.14,350.82,835.25,1044.5,1178.7,1267.3,1621.8,1727.0,1863.0,2043.5,Skin,0.1194469422838949,0.0926878209599547,103.93050936562432,0.0682324981996371,0.2587024189169954,4.488198967719761,4.195465236161365,3.898552119810041,4.687980964647608,-1.41425192078775,-3.628260970008686,3.461780591042273,4.112085668517044,-3.450883735130298,-3.446242946406196,-1.162002782481252,1.846628835638392,-1.755269003577294,4.503262940326542,1.350300770075926,1.352555373301686
Skin damage 214,210.0,350.71,834.82,1044.2,1179.2,1266.7,1621.9,1727.2,1862.7,2042.6,Skin,0.1408497826149055,0.0796966822502602,125.54646610821932,0.0579675467149535,0.4292173654657035,4.48638081632879,4.196008354652914,3.884886534542602,4.699490994265051,-1.397572585753275,-3.637496619550716,3.457017439393972,4.109578165400578,-3.441618174074127,-3.461448977566732,-1.159249497005023,1.847965188465262,-1.754397526731704,4.504749597951134,1.349235892197472,1.350458823796837
Skin damage 215,210.29,351.3,836.17,1044.8,1179.8,1269.7,1623.2,1727.3,1863.2,2044.0,Skin,0.1093841720278322,0.1517220081247401,100.49046058961268,0.0218623169705437,0.3188234946246829,4.487964838879221,4.193980119274465,3.907394064076548,-4.686576260416157,1.425473217759527,3.621479176489238,-3.465110237094004,4.107938644369277,-3.456696567877798,-3.440466971588859,-1.163118408365526,1.84748924855507,-1.757653418187826,4.500297343039297,1.35173763244094,1.354194898469351
Skin damage 216,209.84,350.74,835.38,1044.9,1179.3,1266.5,1619.9,1726.8,1863.0,2043.8,Skin,0.0912702260462879,0.0581284372917713,98.15785032188344,0.0513770150653696,0.479129252365135,4.491004792570753,4.192052924576534,3.904690802193445,-4.683417548499163,1.428874475978707,3.618969386356513,-3.467615736658859,4.102221888062977,-3.460034789776306,-3.438457988167947,-1.163596270000499,1.848424492729966,-1.758999338688327,4.502718404266361,1.349534205501897,1.35199704683637
Skin damage 217,210.14,350.43,834.55,1043.0,1176.9,1266.0,1621.4,1725.6,1862.4,2042.2,Interface,0.1298211760701552,0.1152040946658254,93.34872221999642,0.0649253934671009,0.6389335426322935,4.488816954239733,4.198662050703339,3.888419366598757,-4.684925245102384,1.389611159272459,3.635663286456699,-3.455639528758835,4.127282269013689,-3.443247296443027,-3.451051224642959,-1.159472805768131,1.843543353037411,-1.752128695904682,4.505335022359891,1.350214421778199,1.35174230690406
Skin damage 218,210.29,351.28,836.15,1044.7,1179.6,1269.6,1623.2,1727.2,1863.2,2044.1,Skin,0.1036387993376541,0.1515950793139701,109.4717547345748,0.0225429088135656,0.480570171652576,4.487992726152871,4.194346112504477,3.907514973180855,-4.686834755688277,1.426604640542087,3.62149415496995,-3.465131951971164,4.108632657928414,-3.456667323954597,-3.440391515964206,-1.163493085477406,1.847299315460604,-1.757483344595538,4.500365674762858,1.351727241896964,1.354184816311766
Skin damage 219,209.28,350.37,835.63,1044.5,1179.7,1263.0,1621.9,1727.2,1863.0,2043.6,Interface,0.0577910609559638,0.045518148009428,69.43823516465905,0.0591524788341676,0.7440735052423335,4.504634125842879,4.179466671224938,3.911084096591968,-4.67576455694347,1.432111892983636,3.616441753099684,-3.470211199641652,4.100001761445387,-3.466113930487068,-3.434418430283929,-1.17685541317192,1.843946598637921,-1.763479990293279,4.498376956200403,1.354065516947545,1.347567542593213
Skin damage 220,210.29,351.21,836.07,1044.4,1179.0,1269.4,1623.1,1726.9,1863.1,2044.0,Skin,0.101974662906472,0.1463430686662004,144.89058451126618,0.0233907837993516,0.8132681013067111,4.488111130731543,4.195360009517502,3.907852843294382,-4.686859721927696,1.427701737443922,3.621626784802623,-3.465269627614484,4.111191937569593,-3.456417548110799,-3.440127132047363,-1.164084191252631,1.846692026901241,-1.756899860331326,4.500660045985607,1.351676933091694,1.35413364337719
Skin damage 221,210.16,351.09,835.72,1045.0,1179.9,1268.3,1622.1,1727.5,1863.2,2044.0,Skin,0.0914605321728056,0.0733595800716995,148.906165041303,0.0351172199882619,0.505757984930169,4.489329857938951,4.193456301746139,3.906820196614444,-4.684714411620767,1.427027309748748,3.620360724856895,-3.466581089482871,4.104997890765004,-3.458456861581716,-3.439480211591918,-1.163150342187731,1.847550904874853,-1.757913056159491,4.501586904212318,1.350582892694068,1.353204891025521
Skin damage 222,210.29,351.3,836.15,1044.8,1180.2,1269.7,1622.8,1727.2,1863.0,2043.3,Skin,0.0515034427136168,0.1520324528299326,159.860939195843,0.0206116588073568,0.5207790100131087,4.488224578062063,4.194235618627721,3.91102209592548,4.690075021503015,-1.429878305811285,-3.620667415838212,3.46539961829018,4.106266701330043,-3.456966093276368,-3.439887345819028,-1.163614204191829,1.847405231974013,-1.757707440719216,4.500181772635342,1.351729650710549,1.354196542965659
Skin damage 223,210.06,350.83,835.13,1044.5,1179.5,1267.0,1622.0,1727.4,1862.9,2043.2,Skin,0.0639898622411976,0.0801660006006217,84.76895272388902,0.0368828773478197,0.9634381159434906,4.493277694247731,4.193647714528412,3.918093901089913,-4.673948556885295,1.442910923458952,3.613785796594732,-3.476094208631766,4.09959930495195,-3.470364793817279,-3.430519774874693,-1.165547217139531,1.84539662873315,-1.757961114228121,4.501902624391021,1.348934653172869,1.352341652784724
Skin damage 224,210.21,350.86,835.09,1043.9,1178.7,1267.9,1622.3,1726.2,1862.7,2042.8,Skin,0.1332074058634025,0.1122725108290629,153.2843261425046,0.0607236414863779,0.3509323293481841,4.488389771398692,4.195974841204521,3.893278529545024,4.687967513983643,-1.401450577321085,-3.632870129398962,3.457661440006894,4.118572913220468,-3.446161325542034,-3.448936242290856,-1.161054822384474,1.845564655750527,-1.754420571520885,4.503201909743074,1.350865103145358,1.352642586225016
Skin damage 225,210.26,351.19,835.78,1044.6,1180.1,1269.2,1622.8,1727.1,1862.9,2043.5,Skin,0.1518746860978018,0.1095238249785099,102.12113723991116,0.0227429496068956,0.9635936407079304,4.488022284223748,4.193960300693476,3.899924406127548,4.689063054043304,-1.413506651764365,-3.626917032669969,3.460149336463715,4.109581027431621,-3.451534108967916,-3.445107335788753,-1.161685557093428,1.847234549966651,-1.757054201801376,4.501139074032601,1.351462564474022,1.353534118206116
Skin damage 226,210.23,351.12,835.65,1044.8,1179.8,1268.8,1622.5,1727.3,1863.1,2043.8,Skin,0.0814300782749019,0.0943184422937589,170.6341274633901,0.0419240155968022,0.2638352944837222,4.489342925453137,4.194222973183988,3.910983218083965,-4.682890152153369,1.430506602991916,3.619442187402512,-3.468741921030541,4.105587830238672,-3.459973817133645,-3.437375043566434,-1.163652924819465,1.846562854437923,-1.757341555196638,4.501227997958402,1.350818047396346,1.3535832082958
Skin damage 227,210.14,349.99,834.0,1040.8,1173.5,1265.0,1620.3,1723.5,1861.2,2040.9,Interface,0.0710856522831129,0.131430687781223,40.02011296914267,0.0745899621548404,0.8242936442677298,4.494958299837983,4.209948747544904,3.948944107386292,4.694545163113791,-1.489877063157701,-3.606358484371197,3.482599792532763,4.116318089698211,-3.469103363298445,-3.422117929089322,-1.176110874776551,1.837381221462148,-1.750185688838903,4.504349774686428,1.349143444740824,1.35258217174615
