,0,1,2,3,4,5,6,7,8,9,Type,pos x,pos y,theta,c,r,UZ - N1 M1,UZ - N1 M2,UZ - N1 M3,UZ - N1 M4,UZ - N2 M4,UZ - N3 M4,UZ - N4 M4,UZ - N2 M3,UZ - N3 M3,UZ - N4 M3,UZ - N2 M2,UZ - N3 M2,UZ - N4 M2,UZ - N2 M1,UZ - N3 M1,UZ - N4 M1
Skin damage 411,209.48,350.01,834.1,1044.5,1177.9,1262.1,1618.7,1726.9,1862.6,2043.1,Skin,0.0830582679305527,0.0688441625047142,147.5273732867432,0.0578266657798684,0.9742917522160016,4.497851155002923,4.191844771562571,3.910085529817169,-4.671968705900554,1.441105191601664,3.613668799156585,-3.475998685795472,4.098548576314463,-3.470041242989448,-3.431263820266057,-1.167362656905335,1.845293639031855,-1.758723654050571,4.505585128286243,1.346686660648769,1.348919414182423
Skin damage 412,210.18,351.11,835.75,1045.0,1179.8,1268.5,1622.0,1727.5,1863.2,2044.0,Skin,0.1030202777238919,0.0741962299320342,63.15835618832181,0.0370276468521053,0.3766030711092494,4.489045146486013,4.193304080323857,3.904774575675251,4.686472988443719,-1.424501480297402,-3.62194759067844,3.465035560571643,4.105935577618058,-3.456624948718858,-3.441071641111565,-1.162943088528799,1.847523624194138,-1.757969820191162,4.501444486954456,1.350951928879936,1.353143578072622
Skin damage 413,210.22,351.22,836.02,1045.0,1180.1,1269.1,1622.3,1727.4,1863.3,2044.1,Skin,0.0975332737230431,0.0620647368769858,93.10164266192238,0.0352770930735418,0.2000377765180028,4.488430975418474,4.19314555895586,3.906504520582227,-4.686491638049826,1.425434489698761,3.621239707058184,-3.465353875654847,4.105335150608778,-3.457105746351814,-3.440422888999016,-1.162802797667131,1.847989895596935,-1.758204587887685,4.500726887369428,1.351292874632387,1.353747574868394
Skin damage 414,210.1,350.67,834.33,1043.1,1179.1,1266.8,1621.5,1726.0,1861.7,2042.0,Skin,0.1550603938299445,0.1035544599450807,115.28274085169387,0.0512539111595801,0.7981478724183279,4.487635329073404,4.196233630272252,3.872446313209335,4.701457508526072,-1.37427787039636,-3.646204881886703,3.444464201562341,4.118147609682082,-3.432304924544451,-3.465777880619132,-1.158300251507262,1.845884316379637,-1.753626732326044,4.504788503621257,1.350109171134749,1.3503881533225
Skin damage 415,210.23,350.71,835.01,1043.1,1177.5,1267.8,1621.2,1724.4,1861.9,2040.9,Skin,0.133618634833651,0.1284716635591211,38.16035361749337,0.0647330657125849,0.4285945084344785,4.488918765940278,4.19781755195116,3.895090904025205,-4.681159070931305,1.393968445246562,3.629592457193468,-3.458013828004407,4.127350849066413,-3.447541635742354,-3.44338483829646,-1.158994133417305,1.843866338117513,-1.753387028497749,4.503376200108432,1.351106363077863,1.35310631360116
Skin damage 416,210.28,350.97,835.81,1043.3,1177.9,1268.9,1621.1,1725.9,1861.7,2040.6,Skin,0.0563866074535466,0.1537841172857217,88.60591549598098,0.0480228662504125,0.8003897608051216,4.489743032156076,4.201102395366099,3.925326079950832,4.706970034781242,-1.455916004452269,-3.616489437630863,3.467658553753472,4.108082668754261,-3.458707468094997,-3.43608504994875,-1.168523189272739,1.84448998854831,-1.755544925798705,4.500651460346976,1.351485885161748,1.354035630377458
Skin damage 417,209.63,350.56,835.2,1044.6,1179.4,1265.5,1620.6,1726.4,1862.7,2043.1,Skin,0.0716283109260363,0.0549067244175976,148.67231140196142,0.0452049105497461,0.8255413241919144,4.496609130903988,4.188664875046261,3.909660702501119,-4.672686694792833,1.437813822563874,3.614200628205571,-3.473409013297859,4.097114450680555,-3.468130751747998,-3.432302559198685,-1.167499133204931,1.847872268558451,-1.760677700630614,4.501910085739078,1.349368527731421,1.350371936384565
Skin damage 418,209.89,350.18,833.67,1044.2,1177.0,1264.5,1619.0,1726.8,1862.4,2042.9,Skin,0.1131635807581565,0.0873743994057027,151.8424123537903,0.0532835633670795,0.8773054147188966,4.490529275841777,4.196591493194641,3.888391097302245,4.689112708288294,-1.407556653713634,-3.633433219669792,3.460351872184543,4.114731664150661,-3.446625969357556,-3.451581066231101,-1.16203415024219,1.845033679818617,-1.753452993933472,4.507371738323374,1.348022600064485,1.349442574268614
Skin damage 419,210.13,351.23,836.16,1045.0,1180.3,1268.8,1622.9,1727.5,1863.3,2044.1,Interface,0.119594025791154,0.0413239491779993,145.9250023256456,0.0207224083433868,0.9313893090011248,4.487086673184465,4.194021772813763,3.906661621754924,4.687537262234251,-1.42525867312174,-3.621449814518872,3.464922796932575,4.105698559359308,-3.456702320354042,-3.440917093705397,-1.161585177974851,1.848505922693654,-1.757986783200282,4.500916209819961,1.351059990706999,1.35425078587836
Skin damage 420,210.22,350.99,835.35,1044.6,1178.7,1268.5,1622.0,1726.8,1863.2,2043.8,Skin,0.1063068582719896,0.1032954960837752,131.38743345618133,0.0388052609731764,0.4764159948024288,4.488772844541539,4.195118263828626,3.904320917650193,4.684789599633828,-1.4208364811922,-3.625104374397365,3.464752726104801,4.111792976507783,-3.453774712580865,-3.44181936066637,-1.163360019422137,1.846180562047499,-1.755788442971554,4.502240116571691,1.350834687372367,1.353243130533505
Skin damage 421,210.11,351.13,835.93,1044.8,1180.3,1268.4,1623.1,1727.3,1863.1,2043.8,Skin,0.0428688090403406,0.0563352539556939,124.30551089162086,0.0259045272639103,0.7991047639032355,4.491926165180763,4.191357388489852,3.910391972377484,-4.679387566590503,1.431917590064546,3.617396608094818,-3.469022337849836,4.102202181593786,-3.461517038081719,-3.436483774456643,-1.165238414135707,1.846811153813998,-1.759106628128527,4.500066556727252,1.351435878334275,1.352857005749139
Skin damage 422,210.27,350.96,835.54,1043.1,1178.6,1269.0,1620.6,1724.3,1860.1,2040.0,Skin,0.1532756065074768,0.1447057185016928,158.33566355710468,0.0552512484623819,0.5150820735722735,4.488125014789675,4.196458238049826,3.895715840475986,-4.681038983778957,1.380603466909978,3.627583029344382,-3.452636520293112,4.120537666452898,-3.448431419046156,-3.443028158188911,-1.156939535004442,1.845210495596384,-1.755130476475736,4.501644766752518,1.351550007896096,1.353817114710224
Skin damage 423,210.09,350.69,834.83,1044.4,1178.6,1266.4,1621.6,1727.1,1863.0,2043.7,Interface,0.1154844844294645,0.0931525517502067,163.6075593413649,0.0534556328364184,0.5938183460724129,4.489293189733214,4.195864723624132,3.897301516419818,4.687361049292774,-1.414217240546625,-3.628902707745765,3.461721604784265,4.113563590595777,-3.450566852716488,-3.446278419424757,-1.162412393530174,1.84581608395962,-1.75488555054627,4.504525844532173,1.349764128331428,1.351804711127975
Skin damage 424,210.29,351.29,836.16,1044.7,1179.7,1269.7,1623.2,1727.3,1863.2,2044.0,Skin,0.0947598606823379,0.1529787328976283,24.29762602977098,0.0237761223242032,0.3753033449781076,4.488030249295374,4.194459621001872,3.90802050870272,4.687837663537424,-1.428692252264034,-3.621257376145652,3.465295638015978,4.107965068721382,-3.45684492784134,-3.440232119642092,-1.16372961477172,1.847304495007378,-1.757555360715708,4.500303049340268,1.351731838918827,1.354186677755281
Skin damage 425,210.28,350.8,835.76,1042.6,1175.0,1268.4,1621.5,1725.9,1862.0,2042.1,Interface,0.0778693724462191,0.1584005523089983,174.10450490260024,0.0613498848998427,0.7074966368418933,4.489231679615316,4.204567468517736,3.917009444210861,4.705247338682727,-1.458890491429254,-3.619044533784585,3.466288036450255,4.116357761728438,-3.457599116462919,-3.437330377955893,-1.171424989568061,1.843058635184017,-1.75405124339565,4.501325257870796,1.351458273420843,1.353967616679207
Skin damage 426,208.84,349.9,834.84,1044.6,1178.5,1259.5,1619.0,1727.1,1862.9,2043.7,Interface,0.0979231788664095,0.0525111078995306,49.870868514612965,0.073265428850655,0.7890993927367077,4.494317112024721,4.18961813040108,3.898356547623688,4.686690052290366,-1.424184315826921,-3.621628960002668,3.464681514178353,4.103239561699298,-3.457902728109908,-3.442189362933218,-1.164889190561361,1.848457004271507,-1.759999887222032,4.505922739385891,1.348425255310721,1.348907723718321
Skin damage 427,209.8,350.17,833.18,1042.8,1178.4,1264.2,1620.7,1726.4,1861.6,2041.1,Skin,0.0512452474943028,0.0873523755711786,88.60926601738213,0.0550468425801678,0.9835077350197288,4.502066770095103,4.195058310904309,3.954422459100965,-4.646995739574827,1.490843735997917,3.599006454636636,-3.50238086295956,4.083444041982103,-3.505971854269777,-3.404917956508249,-1.170344719475902,1.840310577930639,-1.757133681463082,4.503724300837434,1.343443951457042,1.350244412377122
Skin damage 428,210.18,350.22,834.52,1041.9,1173.8,1265.6,1621.8,1724.4,1862.6,2043.0,Interface,0.1052348325970609,0.1302888397354404,156.03651299635092,0.0584630946920531,0.990624617925067,4.490268049876836,4.204491386203982,3.905793597737113,-4.681669324279764,1.423274403791233,3.626110306050486,-3.465551641150815,4.135225455454074,-3.451757014692495,-3.439606847689236,-1.166974933777142,1.840163040426325,-1.75022637439582,4.505448076026354,1.350289442200278,1.352612550577208
Skin damage 429,208.75,349.04,832.87,1044.1,1176.0,1256.4,1615.6,1726.2,1862.2,2042.6,Skin,0.1033542986939092,0.0665248681476979,139.68319513882463,0.0775286930305681,0.956829905804672,4.494068935225481,4.19559080895321,3.888936027866677,4.685708873797871,-1.421058481026699,-3.626049484285173,3.465803725288664,4.104823930450586,-3.455731662689226,-3.445965643687457,-1.161762619375392,1.847087057313117,-1.756066709700304,4.512202256585811,1.343375677473614,1.346359348958198
Skin damage 430,209.56,350.39,833.96,1042.9,1179.5,1264.2,1621.8,1726.5,1861.8,2042.6,Skin,0.0402584035683701,0.0683726486778153,126.12166289294036,0.0734239279103537,0.4600605958794288,4.50450142677006,4.18827168595219,3.942398795594624,-4.638680003670385,1.480929652526204,3.606686696274338,-3.497198957736117,4.079690462991707,-3.510631881930524,-3.408019008753577,-1.171285034410807,1.844073973064867,-1.760705137529472,4.501579863030249,1.344184595964479,1.349228785737468
Skin damage 431,210.15,349.75,833.94,1040.0,1170.6,1264.4,1620.0,1723.0,1861.2,2040.8,Interface,0.0804718411729073,0.1371185721762701,18.272328766700525,0.0743373364897206,0.9905169022632312,4.493799855036133,4.214115486982496,3.937468843961217,4.698342985923436,-1.48415996495352,-3.612677058263074,3.476823912708054,4.129614508614955,-3.462613957087796,-3.426947198707345,-1.177937896565491,1.83562572098474,-1.747895537639961,4.50552864342538,1.349429942077409,1.35247873771998
Skin damage 432,210.22,350.32,834.72,1041.5,1173.4,1266.6,1621.3,1723.5,1861.7,2041.2,Skin,0.0803297234762232,0.137101549102843,36.18727138096765,0.0724618941753324,0.617288741480543,4.491833065436167,4.207613808638103,3.931596680594474,4.695171889370516,-1.47238360783103,-3.613543992203577,3.475057941054824,4.122139577274479,-3.461396381952648,-3.429527898444176,-1.173637032922553,1.839269214652748,-1.751296211411388,4.503342989788012,1.350459655077113,1.353253813108033
Skin damage 433,210.17,350.27,834.45,1042.1,1175.1,1265.8,1621.1,1724.5,1862.2,2041.9,Interface,0.124326061746578,0.127846825689613,50.56928629961311,0.0688204699273887,0.7182626255402569,4.489610599774577,4.20160997491763,3.89329565781057,-4.679089036731541,1.390105514071293,3.631601962780599,-3.458548703430882,4.136756266212542,-3.445863215028723,-3.445464882203345,-1.159829113819574,1.841281879896571,-1.750637002566721,4.505728743292032,1.350408391265764,1.35221244939326
Skin damage 434,210.14,351.21,836.15,1045.0,1180.4,1268.8,1623.1,1727.4,1863.3,2044.0,Interface,0.0528050996959508,0.0437777918094919,12.416720616805094,0.025020736187023,0.546688514531714,4.490757151410913,4.191081234801739,3.907619945203323,-4.685107453134576,1.425927529760001,3.620801636162749,-3.46571567573794,4.105060286034388,-3.457981960153159,-3.43976576000915,-1.165016101069184,1.847149756223616,-1.759023614042344,4.499791156555258,1.352121640271973,1.353123841325583
Skin damage 435,210.02,350.64,834.08,1043.1,1179.5,1266.4,1621.6,1726.2,1861.3,2042.2,Skin,0.1592952533745004,0.0945708266100145,66.88192686266663,0.0656925624600173,0.4861221571233176,4.487353628941382,4.195741539444852,3.864812174293725,4.710296958491424,-1.370402727563385,-3.650358536894123,3.443536711996404,4.115327741365228,-3.427933463527305,-3.475696953489292,-1.15800576645156,1.846591498196234,-1.754729149117667,4.505301379044929,1.349713892330993,1.348488362993305
Skin damage 436,210.03,351.11,836.1,1044.8,1180.3,1268.3,1623.0,1727.1,1862.9,2043.9,Skin,0.1596086578942626,0.0406742163256779,5.925705343385943,0.0265556155117895,0.6686522293812425,4.483881696774684,4.197066806308007,3.904534088227518,4.690052895150433,-1.422477438938557,-3.622471881717467,3.462367352905489,4.104927890781148,-3.45496896186798,-3.442074612909851,-1.158168307806732,1.849584902871261,-1.75674538431733,4.50188219373213,1.349704625879587,1.355449305431031
Skin damage 437,210.23,350.49,835.0,1042.4,1174.3,1267.0,1622.2,1724.5,1862.7,2043.0,Skin,0.0942925315109586,0.1338977681253315,112.11084818492114,0.0562251828020894,0.7788922796207627,4.489899894397796,4.203620476758106,3.91309627044973,4.687067121960385,-1.441781396734007,-3.622429529848815,3.468113478982089,4.126240450814365,-3.455350835309442,-3.436926675352437,-1.169638972405242,1.841345771003688,-1.75198148547684,4.50351437231543,1.350757792676569,1.353305528984616
Skin damage 438,210.23,350.87,835.06,1043.7,1178.6,1268.3,1621.8,1725.2,1862.1,2041.1,Skin,0.0623933806612124,0.1181093424128952,63.18383099112742,0.0339822059592538,0.9876829457278782,4.491094131088696,4.197665862217855,3.930944425631423,4.684481721541996,-1.453289485572937,-3.611897141047951,3.476646508843122,4.105283293726798,-3.463393555560039,-3.429325740146529,-1.166826583203302,1.843723275118482,-1.755556148666592,4.501704838647455,1.350558913313201,1.35355912024832
Skin damage 439,210.23,350.66,834.82,1043.0,1176.0,1267.7,1622.2,1723.8,1862.6,2042.1,Skin,0.0880993734247011,0.1256706737437957,27.98099884477045,0.0776233672222879,0.2580426425243654,4.490894215356263,4.2007210932555,3.922295848097847,-4.683079326563343,1.448112707354592,3.616218055945438,-3.474631372919473,4.119483044476494,-3.459807181012688,-3.431360805490504,-1.167314998427046,1.842022895018648,-1.75362912375152,4.502999958031872,1.350608626647948,1.353281138630972
Skin damage 440,210.01,350.9,835.66,1044.8,1179.8,1267.3,1622.4,1727.3,1863.0,2043.5,Skin,0.1383904930531188,0.063921109136807,110.943749348257,0.0699279599615649,0.2206444957980802,4.485086985150292,4.196334393347017,3.898782900817235,4.692699338536266,-1.416452343977298,-3.626885261696912,3.461247990588058,4.106261647092367,-3.451397398414211,-3.447519500669242,-1.158825202111232,1.849143814303739,-1.75607499076002,4.503144381476054,1.349417527414344,1.353405797385721
Skin damage 441,210.27,350.77,835.57,1042.6,1176.1,1268.2,1620.8,1725.5,1861.7,2040.5,Interface,0.1396424592922686,0.1562740129919908,58.62579707408199,0.0740054394149779,0.5562033390728679,4.488256870593199,4.198963278340676,3.899120500905677,-4.679248448124462,1.382660681070792,3.624273243488463,-3.459773410894309,4.12638118835265,-3.451282034601998,-3.442352932426941,-1.156348852099241,1.843835670590803,-1.753449788117931,4.502444597625132,1.351432088330746,1.353695860962913
Skin damage 442,210.23,351.01,835.28,1044.1,1179.5,1268.6,1622.2,1726.2,1862.3,2042.0,Skin,0.144705867639112,0.1116728094856284,79.70404343404626,0.0307316173821269,0.8586577663821516,4.488304117776401,4.194756884198927,3.892729291379904,4.689784875812977,-1.401296194458904,-3.632353974719917,3.455551179516679,4.114870504175116,-3.446267245572684,-3.447149846596767,-1.160627856772903,1.846302931425253,-1.755350623938293,4.502177831166567,1.351215495670998,1.353127254566969
Skin damage 443,209.76,349.78,833.08,1043.7,1175.8,1262.2,1618.3,1726.1,1862.3,2042.6,Skin,0.0903066237118795,0.0905287658139821,136.7465284180846,0.0731175775207297,0.6853184496251277,4.49498031803187,4.198914309893683,3.912802592266288,-4.67423412218074,1.440660392026423,3.618232734575412,-3.47587497534043,4.109598286927981,-3.463954523444102,-3.432937545420183,-1.166979641932247,1.842010425864998,-1.753240362045411,4.50820383724649,1.34616290670738,1.349540780605699
Skin damage 444,210.28,351.24,836.04,1044.7,1179.8,1269.4,1623.2,1727.2,1863.3,2044.0,Interface,0.108540327434856,0.1278361599814031,132.43518258951823,0.0214000550212991,0.6524714701576351,4.488134374123419,4.194340763958508,3.907130614543423,-4.685848644978551,1.42425478441728,3.62220364355281,-3.465135735986955,4.10933890982349,-3.456155132018292,-3.440524625296272,-1.163136941410102,1.847128084919889,-1.757252585262055,4.500697541877032,1.351617889417051,1.35406290194357
Skin damage 445,210.14,349.99,833.94,1041.6,1172.6,1265.0,1621.1,1723.4,1862.4,2042.1,Skin,0.0951340487695471,0.1251086662041392,107.132034889908,0.0611580874086863,0.9619275705685352,4.491863916982027,4.206602143971605,3.915653847045345,4.681531911281214,-1.442390152914617,-3.622663875665552,3.471289160312191,4.133203532116578,-3.455312867416162,-3.434389079376996,-1.170547595182859,1.838306745851825,-1.749251350727287,4.506081578982894,1.349588331530664,1.352201729880122
Skin damage 446,210.09,350.2,833.79,1043.2,1174.5,1265.7,1619.5,1724.6,1862.5,2042.4,Skin,0.0909127216292858,0.1082054940230329,109.24100709577242,0.0680412188429289,0.5005147727157155,4.49182229051179,4.20078749988572,3.914560502205973,4.67870929436724,-1.440067093674031,-3.621753759024659,3.472758359614903,4.118155896846554,-3.457627864154608,-3.434237617810305,-1.168108198792683,1.841210623524936,-1.751979949801533,4.505515191270436,1.348821678760057,1.351820796924491
Skin damage 447,210.21,351.16,835.79,1044.8,1180.1,1268.7,1622.9,1727.5,1863.2,2043.8,Interface,0.1434294290677366,0.0827787275026131,150.97902310986285,0.0278193865599355,0.6831448846598063,4.487570569476788,4.194064971348147,3.900486954865235,4.6906540961919,-1.416865483927608,-3.626406808494754,3.45839904158656,4.107329354114677,-3.452189241837063,-3.442420799375467,-1.161724813697323,1.847846933948375,-1.757320671130062,4.501606623532549,1.351022581564848,1.353987120091737
Skin damage 448,210.19,350.84,835.01,1044.0,1178.9,1267.7,1621.7,1726.2,1862.4,2042.8,Skin,0.1338697590808886,0.1104115934030566,36.31538353596503,0.0775096768740566,0.2339073832986811,4.489052566575576,4.195527863279684,3.893773294574924,-4.687869164560912,1.405695652292217,3.630689545818616,-3.457716014593934,4.117756599057103,-3.447781671571642,-3.446706619247799,-1.160848510509157,1.845495038633293,-1.755206239828011,4.503279774044251,1.350815543942313,1.352487027901522
Skin damage 449,210.25,351.0,835.51,1044.3,1178.7,1268.5,1622.5,1726.4,1863.1,2043.1,Skin,0.1215367664725037,0.1164501599427634,87.051982716163,0.035943000878182,0.6351965656959861,4.48852241575707,4.195512737209032,3.901769767906562,-4.684433260848213,1.414330735110311,3.626373909718283,-3.463228869837207,4.115676325535066,-3.452261465294864,-3.442712389465449,-1.162193415627931,1.845877881785857,-1.75541742356987,4.502063408975118,1.351235623292118,1.353443266929277
Skin damage 450,209.31,350.17,834.82,1044.2,1179.1,1263.0,1620.5,1726.6,1862.5,2042.7,Skin,0.063669666289648,0.0555896698100698,105.26499287694048,0.0633163346535809,0.6928314536622827,4.50287486915004,4.184826366504711,3.916354499883099,-4.664062172231803,1.446490355630604,3.61046677392602,-3.478765392253119,4.093337814674702,-3.476988465594429,-3.426696114091812,-1.172517070386971,1.846174565009329,-1.762075720184099,4.501384303714724,1.349400076447646,1.348285330160772
Skin damage 451,210.2,351.14,835.8,1044.9,1180.0,1268.7,1622.7,1727.5,1863.2,2043.8,Skin,0.1303259444357905,0.0781883240513721,130.38911063587489,0.0474202943113922,0.213141088601478,4.487557280003845,4.19413947893799,3.902011394075799,4.689564638898511,-1.419162584676739,-3.625259742059437,3.462774091927237,4.107024402566658,-3.453350465479442,-3.44493437075823,-1.16184998278159,1.847945979429382,-1.756946138008874,4.501679433206887,1.350871497199319,1.353241855734503
Skin damage 452,210.29,351.2,836.07,1044.3,1179.0,1269.5,1622.5,1726.7,1862.8,2042.1,Skin,0.0667927751915018,0.1520550532040083,69.46488821193797,0.0239399107594144,0.9006301385242057,4.488435215075153,4.196680795117303,3.912708282138641,4.694544535006766,-1.437334289781034,-3.620364766800207,3.465616991995487,4.107769202800164,-3.457134258463006,-3.43921670466796,-1.165291889477553,1.846431014434314,-1.756989560547572,4.500339647908782,1.351689908513436,1.354155137732317
Skin damage 453,210.28,350.97,835.73,1043.2,1178.5,1269.1,1620.3,1725.4,1860.9,2039.4,Skin,0.1558541121091199,0.156339649792437,83.62956001446783,0.0615263532423052,0.5669242730709588,4.488018762261572,4.196479312769106,3.898758051449858,-4.679325568691984,1.378014526130031,3.624512936783972,-3.456400061661027,4.117054819600102,-3.451010823039759,-3.442378409800706,-1.156019075190955,1.845313999638425,-1.755154411666978,4.501253211070984,1.351589725340057,1.353919596796171
Skin damage 454,210.28,350.67,835.67,1041.9,1171.8,1268.3,1621.3,1724.7,1861.5,2041.1,Skin,0.110607689264145,0.1552379447046873,5.512667061545471,0.0488060826776602,0.92750540329199,4.488365975764025,4.203169188275393,3.905763522822227,-4.686993699061419,1.426468851736925,3.621161568789526,-3.463989466718632,4.133933355464769,-3.45433815930554,-3.439557929211261,-1.166312608279666,1.842396822440992,-1.75231696512817,4.502540656932631,1.351484080117339,1.353938131976069
Skin damage 455,210.2,351.13,835.7,1044.6,1180.1,1268.6,1622.9,1727.4,1863.1,2043.7,Interface,0.0482352226780845,0.088488310069327,76.29454777468831,0.0343207367026724,0.5498135661171057,4.490815669735198,4.193778985323394,3.916524746391391,-4.680178689959929,1.437124802338835,3.612628125394227,-3.471916512714652,4.101970964054737,-3.462627397783094,-3.434181138919711,-1.164288691179039,1.847005953849896,-1.757928337401537,4.500721055655462,1.351109296125657,1.353464597882657
Skin damage 456,209.97,349.3,832.12,1040.6,1170.6,1262.5,1618.4,1721.5,1861.3,2039.5,Skin,0.1158429263568501,0.1154013059236432,153.1334196631106,0.0717153920545886,0.9380718619016468,4.491919330379187,4.206712547374497,3.882029051075423,-4.678616782653138,1.382174334780977,3.643444963231928,-3.455960750839365,4.152050830630624,-3.435231237770709,-3.451131511636586,-1.162819725643385,1.836674478497842,-1.744270659680653,4.511112274308813,1.348064880797704,1.349262313753878
Skin damage 457,210.29,351.18,835.94,1044.3,1179.4,1269.4,1622.6,1726.2,1862.6,2042.7,Skin,0.1368030716007118,0.1412322708445834,3.103030618696636,0.0391212439172212,0.3273472154761169,4.488101561916378,4.194871287022596,3.904504976224312,-4.684038238368267,1.413269720333655,3.623181527645805,-3.462795750620392,4.113667926288405,-3.454390230789058,-3.440769632361286,-1.161131362427451,1.8466478006189,-1.75664212177961,4.500932247459658,1.351655827362866,1.354052220283913
Skin damage 458,209.76,349.56,832.16,1042.6,1175.1,1262.2,1618.0,1725.1,1861.5,2040.5,Skin,0.0740159062856381,0.0950985906311369,166.16284687670492,0.066211050865644,0.9208506592672714,4.500244689719901,4.200392145981748,3.942658058988951,-4.657672374284317,1.479115627416582,3.603422172607861,-3.495576771915614,4.099571445443377,-3.485974918991784,-3.412941440940305,-1.17137368891828,1.837460924507484,-1.752963648326028,4.507602027023901,1.344210040323355,1.349381651846411
Skin damage 459,210.29,351.18,836.08,1044.2,1178.7,1269.4,1622.5,1726.8,1862.7,2042.5,Skin,0.1293890211491755,0.1564865356216045,4.997375633007295,0.0289294650551451,0.8340055850663954,4.487963740166425,4.195362456950668,3.905942129614696,-4.684156349674194,1.412550598877409,3.621370169334514,-3.464250225835527,4.113313683596501,-3.455838879366242,-3.440585716565791,-1.160863949950518,1.846572227359794,-1.756534193772949,4.50074492716813,1.351698906072433,1.354152578523611
Skin damage 460,209.41,348.88,831.07,1042.2,1173.3,1258.8,1615.6,1724.3,1861.2,2039.9,Skin,0.0783987346760916,0.0897159800414147,97.28755187056456,0.076323745883615,0.9461522875368632,4.504570337815726,4.200215645382096,3.939551311996134,-4.651465289564828,1.482863306520207,3.604391294188242,-3.49854740194924,4.098858720385101,-3.490533621495702,-3.410813994041547,-1.173526250643999,1.835920969834352,-1.752652334311479,4.510423681382594,1.341621071314259,1.346725634050023
Skin damage 461,210.26,351.01,835.56,1043.6,1179.3,1268.8,1621.7,1726.0,1861.9,2042.4,Interface,0.1558239614371016,0.1360775122589865,101.15178507042826,0.0529064379050292,0.5679023799516398,4.488040561933227,4.195558182153047,3.895495357533049,-4.685455560733509,1.392515612199751,3.628956385199077,-3.454919062962654,4.115232342878996,-3.44838202288203,-3.445997405960629,-1.158826775596749,1.845929546042845,-1.755733855194741,4.501669049661976,1.35142746056716,1.353489198655444
Skin damage 462,210.29,351.04,835.96,1043.6,1177.0,1269.1,1622.1,1726.3,1862.4,2042.1,Skin,0.0773727313693857,0.1553238037474593,42.79568435997419,0.0490825284062789,0.4947211587034342,4.488723764441803,4.1999696323423,3.914338091735263,4.699365789273416,-1.449688917179944,-3.619455080544648,3.466173409867837,4.111171612099661,-3.457528490219719,-3.438295908228691,-1.168162834990622,1.844997278015088,-1.755812623296794,4.500665311410395,1.351622122225108,1.354087773518807
Skin damage 463,209.63,350.61,835.72,1044.5,1179.9,1265.6,1622.4,1726.9,1862.6,2043.4,Skin,0.1547090531966397,0.046709956038718,128.15564459770602,0.0630891586363105,0.3755719174238912,4.4775554795632,4.203200909093644,3.896842753200388,4.696976551750276,-1.415992742419706,-3.626509817750816,3.458311056829712,4.104126755629541,-3.450146427385817,-3.448033939466822,-1.150478475957627,1.852177603205194,-1.754622580084306,4.505137188426788,1.346147141288105,1.356534789048196
Skin damage 464,209.7,350.37,834.71,1044.8,1178.5,1263.8,1620.1,1727.3,1862.9,2043.8,Interface,0.0956260969620936,0.0709654119457704,40.01857339503249,0.071956937395926,0.4852807014547513,4.494090098950177,4.192506263304315,3.901029874394396,-4.682718029647678,1.425813744362135,3.621509592579363,-3.466926228772969,4.105607432781614,-3.458738430323474,-3.440284785267288,-1.165058898977083,1.845993896694012,-1.758006618807943,4.504981684930928,1.348723331436538,1.349900438494156
Skin damage 465,210.29,351.17,836.04,1044.3,1178.2,1269.4,1622.9,1726.7,1863.0,2043.2,Skin,0.1160828307329053,0.1473995597086153,88.91428314194803,0.043792697762707,0.2580707599975751,4.488063427636942,4.195538281917767,3.906636371245916,-4.685134616459143,1.421563551195925,3.621682774832351,-3.465060956870858,4.113328936366194,-3.455989443109003,-3.440336142681911,-1.162865688897248,1.846466709577875,-1.756499010546601,4.500818512230224,1.351672137976871,1.354115739585567
Skin damage 466,209.98,350.46,834.45,1044.5,1177.9,1265.3,1620.1,1727.0,1862.8,2043.7,Skin,0.1050448741761864,0.0866753996199181,80.1434105708055,0.0483947882320062,0.8763294519199524,4.490840102612697,4.195720652254195,3.899395792607266,4.684227625060942,-1.420607675438605,-3.625501967808631,3.465024091985154,4.111285428471531,-3.454168491618909,-3.442997508183169,-1.163364514080774,1.845383278445446,-1.755237386347228,4.50529852959539,1.348906277955011,1.351081636251037
Skin damage 467,210.1,350.5,834.48,1043.7,1177.6,1265.8,1621.5,1726.3,1862.8,2043.0,Interface,0.124138819267357,0.1046658897451498,146.62287818170455,0.0518988603553163,0.8375864746894792,4.489105361785871,4.197496196765162,3.890429924492871,4.687413581090863,-1.400829889938363,-3.634717960357224,3.457602431964735,4.122051056126624,-3.444859646126887,-3.450734637797204,-1.161198301917476,1.844429996456346,-1.753090462321622,4.505512907994195,1.349849609426365,1.351414693287523
Skin damage 468,210.07,351.17,836.15,1044.9,1180.4,1268.4,1623.1,1727.4,1863.3,2044.0,Interface,0.1561603604045318,0.04141481617493,9.44401701634061,0.0336130651385098,0.412340856988596,4.484598303404253,4.196490537447601,3.906016905244909,4.688524184672465,-1.424297982725108,-3.621854365026246,3.464263238460752,4.105410375517746,-3.455983946804756,-3.441679730424355,-1.159004659746034,1.849264587246941,-1.756786140517732,4.501555678923721,1.350077719691482,1.354991200764731
